Plate,Individual,Genotype,Temperature,Laterals,Cell_Length,Root_Growth,Cell_Production
1,1,35S::PIF4,15C,,0.221,9.028361,40.85231222
1,2,35S::PIF4,15C,,0.151,9.8827353,65.44857815
1,3,35S::PIF4,15C,,0.198,7.029377,35.50190404
1,4,35S::PIF4,15C,,0.182,7.562731,41.55346703
1,5,35S::PIF4,15C,,0.182,7.6687934,42.13622747
1,6,35S::PIF4,15C,,0.183,10.1102837,55.24745191
2,1,35S::PIF4,15C,,0.189,11.928366,63.11304762
2,2,35S::PIF4,15C,,0.239,7.928366,33.1730795
2,3,35S::PIF4,15C,,0.201,7.4526102,37.07766269
2,4,35S::PIF4,15C,,0.232,10.2029837,43.97837802
2,5,35S::PIF4,15C,,0.198,11.9829374,60.51988586
2,6,35S::PIF4,15C,,0.194,9.827364,50.65651546
2,7,35S::PIF4,15C,,0.178,8.99283705,50.52155646
3,1,35S::PIF4,15C,,0.253,7.5367726,29.78961502
3,2,35S::PIF4,15C,,0.188,7.0092735,37.28336968
3,3,35S::PIF4,15C,,0.202,5.028371,24.89292574
3,4,35S::PIF4,15C,,0.153,10.0299935,65.55551307
3,5,35S::PIF4,15C,,0.198,9.8027364,49.5087697
1,1,35S::PIF4,25C,,0.198,17.288301,87.31465152
1,2,35S::PIF4,25C,,0.188,9.890986,52.61162766
1,3,35S::PIF4,25C,,0.171,9.0029735,52.64896784
2,1,35S::PIF4,25C,,0.201,10.19273,50.7100995
2,2,35S::PIF4,25C,,0.211,18.029983,85.4501564
2,3,35S::PIF4,25C,,0.192,17.288376,90.043625
2,4,35S::PIF4,25C,,0.198,9.9000972,50.00049091
2,5,35S::PIF4,25C,,0.198,15.78009273,79.69743803
3,1,35S::PIF4,25C,,0.223,18.876623,84.64853363
3,2,35S::PIF4,25C,,0.235,16.726353,71.17597021
3,3,35S::PIF4,25C,,0.159,15.0982736,94.9576956
3,4,35S::PIF4,25C,,0.161,15.075263,93.63517391
1,1,hy5,15C,,0.093,3.99823102,42.9917314
1,2,hy5,15C,,0.12,3.0982734,25.818945
1,3,hy5,15C,,0.171,2.992836,17.50196491
1,4,hy5,15C,,0.116,1.992835,17.17961207
1,5,hy5,15C,,0.112,1.872634,16.71994643
2,1,hy5,15C,,0.092,4.0998273,44.56334022
2,2,hy5,15C,,0.122,1.009826,8.277262295
2,3,hy5,15C,,0.124,1.2938,10.43387097
3,1,hy5,15C,,0.103,1.578273,15.32303883
3,2,hy5,15C,,0.106,1.0033645,9.46570283
3,3,hy5,15C,,0.109,4.992836,45.80583486
3,4,hy5,15C,,0.112,5.592373,49.93190179
3,5,hy5,15C,,0.118,4.782635,40.53080508
3,6,hy5,15C,,0.115,3.8927361,33.84987913
1,1,hy5,25C,,0.188,13.99283,74.42994681
1,1,hy5,25C,,0.173,11.002937,63.60079191
1,1,hy5,25C,,0.209,16.593741,79.39588995
1,1,hy5,25C,,0.164,12.837466,78.27723171
1,1,hy5,25C,,0.229,11.988364,52.3509345
1,1,hy5,25C,,0.176,10.69837,60.78619318
1,1,hy5,25C,,0.15,11.877462,79.18308
1,1,hy5,25C,,0.209,12.009377,57.46113397
1,1,hy5,25C,,0.238,13.983764,58.75531092
1,1,Mt-0,15C,,0.221,9.882993,44.71942534
1,2,Mt-0,15C,,0.256,9.629375,37.61474609
1,3,Mt-0,15C,,0.192,11.283655,58.76903646
1,4,Mt-0,15C,,0.175,11.7384621,67.07692629
1,5,Mt-0,15C,,0.187,12.09372,64.67229947
1,6,Mt-0,15C,,0.192,10.0938477,52.57212344
2,1,Mt-0,15C,,0.203,9.70964,47.83073892
2,2,Mt-0,15C,,0.206,9.92836601,48.1959515
2,3,Mt-0,15C,,0.207,13.002736,62.81514976
2,4,Mt-0,15C,,0.211,12.992731,61.57692417
2,5,Mt-0,15C,,0.222,12.88651,58.04734234
2,6,Mt-0,15C,,0.172,9.837462,57.19454651
2,7,Mt-0,15C,,0.219,9.436482,43.0889589
2,8,Mt-0,15C,,0.217,9.1826365,42.31629724
1,1,Mt-0,25C,,0.235,18.82731,80.11621277
1,2,Mt-0,25C,,0.198,5.227365,26.40083333
1,3,Mt-0,25C,,0.212,17.88374,84.35726415
2,1,Mt-0,25C,,0.211,20.993865,99.49699052
2,2,Mt-0,25C,,0.222,15.783663,71.09758108
2,3,Mt-0,25C,,0.189,11.0092735,58.25012434
2,4,Mt-0,25C,,0.23,18.997356,82.5972
2,5,Mt-0,25C,,0.183,18.492831,101.0537213
2,6,Mt-0,25C,,0.234,23.736403,101.4376197
2,7,Mt-0,25C,,0.212,19.62937,92.59136792
2,8,Mt-0,25C,,0.232,22.998374,99.13092241
3,1,Mt-0,25C,,0.238,17.99374,75.60394958
3,2,Mt-0,25C,,0.229,20.745229,90.59051965
3,3,Mt-0,25C,,0.228,13.5093741,59.25164079
3,4,Mt-0,25C,,0.249,25.7283611,103.3267514
1,1,cry1,15C,,0.245,6.882733,28.09278776
1,2,cry1,15C,,0.282,7.002932,24.8330922
1,3,cry1,15C,,0.298,8.09381,27.16043624
1,4,cry1,15C,,0.293,9.837224,33.57414334
1,5,cry1,15C,,0.254,8.8998264,35.03868661
1,6,cry1,15C,,0.266,8.9877262,33.78844436
1,7,cry1,15C,,0.273,10.011923,36.67371062
1,8,cry1,15C,,0.25,8.772831,35.091324
1,1,cry1,25C,,0.21,19.092731,90.91776667
1,2,cry1,25C,,0.199,17.665222,88.7699598
1,3,cry1,25C,,0.228,10.757253,47.18093421
1,4,cry1,25C,,0.2,12.602837,63.014185
2,1,cry1,25C,,0.226,16.722837,73.99485398
2,2,cry1,25C,,0.179,14.009274,78.26410056
2,3,cry1,25C,,0.173,14.327393,82.81730058
2,4,cry1,25C,,0.222,17.928302,80.75811712
2,5,cry1,25C,,0.205,15.0297522,73.31586439
2,6,cry1,25C,,0.189,14.998273,79.3559418
1,1,Bor-4,25C,,0.199,16.97824,85.31778894
1,2,Bor-4,25C,,0.201,17.309273,86.11578607
1,3,Bor-4,25C,,0.192,16.192838,84.33769792
1,4,Bor-4,25C,,0.188,10.148982,53.98394681
1,5,Bor-4,25C,,0.204,17.889302,87.69265686
2,1,Bor-4,25C,,0.178,15.787724,88.69507865
2,2,Bor-4,25C,,0.204,7.0092355,34.35899755
2,3,Bor-4,25C,,0.199,11.827331,59.43382412
2,4,Bor-4,25C,,0.204,10.273844,50.36198039
3,1,Bor-4,25C,,0.226,18.8485092,83.40048319
3,2,Bor-4,25C,,0.205,14.784744,72.12070244
3,3,Bor-4,25C,,0.212,17.8928373,84.40017594
3,4,Bor-4,25C,,0.209,12.898802,61.71675598
3,5,Bor-4,25C,,0.2,16.992835,84.964175
3,6,Bor-4,25C,,0.194,9.2822735,47.84677062
3,7,Bor-4,25C,,0.207,11.092833,53.58856522
1,1,Bor-4,15C,,0.142,7.992835,56.28757042
1,2,Bor-4,15C,,0.132,8.329384,63.10139394
1,3,Bor-4,15C,,0.133,5.9928374,45.05892782
1,4,Bor-4,15C,,0.156,8.992833,57.64636538
1,5,Bor-4,15C,,0.107,6.3804934,59.63077944
1,6,Bor-4,15C,,0.122,7.0909835,58.12281557
1,7,Bor-4,15C,,0.133,7.883722,59.27610526
1,8,Bor-4,15C,,0.138,6.82938003,49.48826109
1,9,Bor-4,15C,,0.136,6.9873645,51.37768015
1,1,cry2,25C,,0.222,17.88923,80.58211712
1,2,cry2,25C,,0.192,12.99384,67.67625
1,3,cry2,25C,,0.202,12.099732,59.89966337
1,4,cry2,25C,,0.232,10.59283,45.65875
1,5,cry2,25C,,0.238,19.49283,81.90264706
1,6,cry2,25C,,0.2,17.39364,86.9682
1,7,cry2,25C,,0.202,16.989372,84.10580198
1,8,cry2,25C,,0.203,15.75622,77.61684729
1,9,cry2,25C,,0.189,16.427365,86.91727513
2,1,cry2,25C,,0.195,14.002836,71.80941538
2,2,cry2,25C,,0.189,14.782739,78.21555026
2,3,cry2,25C,,0.172,15.37466,89.38755814
1,1,cry2,15C,,0.182,2.089521,11.48088462
1,2,cry2,15C,,0.166,2.562371,15.43596988
1,3,cry2,15C,,0.178,1.69283,9.510280899
1,4,cry2,15C,,0.164,2.130823,12.99282317
1,5,cry2,15C,,0.188,2.009371,10.68814362
1,6,cry2,15C,,0.15,2.398236,15.98824
1,7,cry2,15C,,0.168,2.288923,13.62454167
1,8,cry2,15C,,0.177,2.485973,14.0450452
1,9,cry2,15C,,0.199,2.882937,14.4871206
1,10,cry2,15C,,0.189,2.6782763,14.17077407
1,11,cry2,15C,,0.188,2.488923,13.23895213
