Plate,Individual,Genotype,Temperature,Laterals,Cell_Length,Root_Growth,Cell_Production
5,4,Ler,15C,18,0.11,7.27,63.93
5,5,Ler,15C,12,0.11,7.32,63.8
5,6,Ler,15C,5,0.1,5.91,56.68
5,7,Ler,15C,8,0.11,5.99,53.65
5,8,Ler,15C,12,0.12,6.68,57.17
6,1,Ler,15C,15,0.12,8.89,72.15
6,2,Ler,15C,15,0.11,8.28,73.53
6,3,Ler,15C,17,0.14,8.66,62.78
6,4,Ler,15C,16,0.11,6.03,53.03
6,5,Ler,15C,18,0.14,9.28,64.79
6,7,Ler,15C,4,0.1,5.63,56.88
6,8,Ler,15C,20,0.14,8.07,56.77
4,1,Ler,25C,29,0.11,15.68,137.92
4,2,Ler,25C,32,0.12,18.26,153.5
4,3,Ler,25C,31,0.12,17.55,150.18
4,4,Ler,25C,27,0.11,13.91,121.25
4,5,Ler,25C,25,0.13,17.72,133.57
4,6,Ler,25C,28,0.14,17.57,126.44
4,7,Ler,25C,30,0.13,17.28,130.27
4,9,Ler,25C,28,0.11,17.29,150.69
5,1,Ler,25C,23,0.12,16.14,139.36
5,2,Ler,25C,28,0.13,17.08,135.25
5,3,Ler,25C,20,0.12,14.68,126.82
5,4,Ler,25C,36,0.13,16.56,128.98
5,5,Ler,25C,37,0.1,17.84,176.52
5,6,Ler,25C,31,0.11,16.47,154.9
5,7,Ler,25C,31,0.11,16.95,151.89
5,8,Ler,25C,21,0.12,16.37,137.64
6,1,Ler,25C,26,0.13,17.03,126.36
6,2,Ler,25C,19,0.12,14.87,126.1
6,5,Ler,25C,30,0.13,16.93,130.77
7,1,Ler,15C,11,0.19,4.28,22.86
7,2,Ler,15C,16,0.21,8.53,40.85
7,3,Ler,15C,26,0.15,9.34,60.8
7,4,Ler,15C,18,0.15,8.54,56.49
8,1,Ler,15C,15,0.16,7.45,46.56
8,2,Ler,15C,9,0.15,7.32,49.99
8,3,Ler,15C,19,0.19,7.67,40.1
8,4,Ler,15C,13,0.14,8.39,58.29
8,5,Ler,15C,21,0.16,7.64,47.3
8,6,Ler,15C,23,0.15,8.06,53.87
8,7,Ler,15C,15,0.13,7.76,58.08
8,9,Ler,15C,16,0.14,7.62,53.8
8,10,Ler,15C,13,0.12,6.19,50.61
9,1,Ler,15C,9,0.13,4.87,37.15
9,2,Ler,15C,9,0.12,5.6,45.73
9,3,Ler,15C,8,0.11,5.62,52.45
9,4,Ler,15C,17,0.13,7.64,57.54
9,5,Ler,15C,20,0.13,7.86,61.42
9,6,Ler,15C,9,0.12,6.99,57.85
9,7,Ler,15C,17,0.13,6.79,51.73
9,8,Ler,15C,20,0.13,7.4,56.42
9,9,Ler,15C,6,0.13,5.38,42.56
7,1,Ler,25C,22,0.18,17.57,100.27
7,2,Ler,25C,25,0.13,15.55,122.22
7,3,Ler,25C,23,0.15,14.87,101.55
7,4,Ler,25C,26,0.14,17.37,125.47
7,5,Ler,25C,23,0.13,15.7,118.2
7,6,Ler,25C,27,0.11,15.71,142.33
7,7,Ler,25C,23,0.13,17.76,132.16
8,1,Ler,25C,24,0.14,16.77,117.75
8,2,Ler,25C,25,0.14,15.83,109.94
8,3,Ler,25C,28,0.13,15.44,119.17
8,4,Ler,25C,32,0.14,17.81,125.05
8,5,Ler,25C,24,0.15,16.87,110.99
8,7,Ler,25C,28,0.13,15.1,113.73
9,1,Ler,25C,26,0.13,19.66,148.92
9,2,Ler,25C,25,0.14,14.65,107.7
9,3,Ler,25C,26,0.13,18.92,141.64
9,5,Ler,25C,31,0.14,18.81,134.36
9,6,Ler,25C,28,0.16,19.77,127.35
9,7,Ler,25C,19,0.12,16.58,136.32
9,8,Ler,25C,30,0.14,19.44,135
1,1,spy-8,15C,11,0.1,1.48,14.42
2,1,spy-8,15C,12,0.15,4.93,32.6
1,1,spy-8,25C,13,0.17,9.41,56.53
1,2,spy-8,25C,27,0.19,14.42,77.69
2,1,spy-8,25C,0,0.2,14.08,70.38
2,2,spy-8,25C,48,0.17,11.37,67.05
2,3,spy-8,25C,32,0.16,10.84,66.11
2,4,spy-8,25C,41,0.18,14.35,77.99
1,2,phyabcde,15C,7,0.16,7.23,45.46
1,3,phyabcde,15C,10,0.14,8.36,59.32
1,4,phyabcde,15C,6,0.15,7.33,50.52
1,5,phyabcde,15C,9,0.16,9.21,57.95
1,6,phyabcde,15C,8,0.15,8.24,56.8
1,7,phyabcde,15C,9,0.15,7.67,51.5
1,8,phyabcde,15C,6,0.13,7.22,54.31
1,9,phyabcde,15C,8,0.14,8.78,62.3
2,1,phyabcde,15C,3,0.15,10.06,66.61
2,2,phyabcde,15C,3,0.15,8.38,54.77
2,3,phyabcde,15C,4,0.17,9.29,54.96
2,4,phyabcde,15C,3,0.14,8.04,59.13
2,5,phyabcde,15C,6,0.12,7.74,62.44
2,6,phyabcde,15C,13,0.17,7.36,42.77
2,7,phyabcde,15C,3,0.16,6.06,38.08
1,3,phyabcde,25C,21,0.14,18.09,126.36
1,4,phyabcde,25C,20,0.14,17.01,124.34
1,6,phyabcde,25C,11,0.14,20.8,147.44
2,3,phyabcde,25C,16,0.14,16.03,118.08
2,5,phyabcde,25C,21,0.13,16.03,128
3,1,phyabcde,25C,9,0.13,14.04,105.88
3,2,phyabcde,25C,20,0.14,17.67,123.42
3,3,phyabcde,25C,13,0.11,14.99,130.62
1,1,Ws,15C,22,0.16,12.68,80.07
1,2,Ws,15C,15,0.15,11.15,74.12
1,3,Ws,15C,13,0.17,12,71.11
1,4,Ws,15C,14,0.13,9.48,70.93
1,5,Ws,15C,13,0.14,10.37,72.03
1,6,Ws,15C,14,0.15,8.96,60.2
1,7,Ws,15C,14,0.14,9.3,66.05
2,1,Ws,15C,15,0.12,8.33,67.63
2,2,Ws,15C,14,0.15,9.68,64.03
2,3,Ws,15C,15,0.14,8.85,63.61
2,4,Ws,15C,13,0.14,10.12,73.54
2,5,Ws,15C,17,0.12,9.81,80.13
2,6,Ws,15C,12,0.12,7.9,63.34
3,1,Ws,15C,17,0.12,10.67,91.35
3,2,Ws,15C,17,0.13,10.83,81.04
3,3,Ws,15C,15,0.12,11.13,92.17
3,4,Ws,15C,19,0.13,10.67,83.84
3,5,Ws,15C,17,0.13,11.39,88.43
4,1,Ws,15C,10,0.14,8.99,64.99
4,2,Ws,15C,11,0.17,8.18,49.39
4,3,Ws,15C,9,0.15,7.91,54.31
4,4,Ws,15C,12,0.14,7.23,50.78
4,5,Ws,15C,16,0.16,9.49,59.6
4,6,Ws,15C,15,0.14,8.54,60.3
5,1,Ws,15C,11,0.14,7.05,52.11
5,2,Ws,15C,13,0.15,8.16,54.52
5,3,Ws,15C,11,0.13,8.2,63.66
5,4,Ws,15C,13,0.15,7.06,46.47
5,5,Ws,15C,14,0.14,7.35,54.37
5,6,Ws,15C,13,0.14,8.66,61.86
5,7,Ws,15C,10,0.13,6.16,46.1
1,1,Ws,25C,14,0.21,17.96,83.77
1,2,Ws,25C,15,0.23,20.26,88.86
1,3,Ws,25C,18,0.2,17.94,88.3
1,4,Ws,25C,15,0.19,16.34,84.06
2,1,Ws,25C,22,0.2,22.04,110.2
2,2,Ws,25C,20,0.24,22.87,96.89
2,3,Ws,25C,17,0.21,20.24,96.22
2,4,Ws,25C,16,0.23,22.86,98.55
2,5,Ws,25C,16,0.22,17.22,79.72
2,6,Ws,25C,18,0.22,20.11,93.12
2,7,Ws,25C,17,0.24,21.39,90.66
2,8,Ws,25C,17,0.22,19.71,87.67
2,9,Ws,25C,20,0.19,20.27,105.11
3,1,Ws,25C,24,0.22,19.54,90.48
3,2,Ws,25C,21,0.2,17.8,87.57
3,3,Ws,25C,20,0.23,17.57,76.81
3,4,Ws,25C,12,0.22,17.54,80
3,5,Ws,25C,19,0.22,18.24,83.84
4,1,Ws,25C,19,0.21,18.42,86.25
4,2,Ws,25C,14,0.2,18.49,94.71
4,3,Ws,25C,22,0.21,20.14,93.92
4,4,Ws,25C,22,0.21,19.17,91.82
4,5,Ws,25C,21,0.24,17.95,75.81
4,6,Ws,25C,20,0.24,19.17,80.4
5,1,Ws,25C,20,0.22,18.18,81.72
5,2,Ws,25C,22,0.21,19.53,91.79
5,3,Ws,25C,19,0.19,19.39,100.58
5,4,Ws,25C,20,0.21,19.48,94.4
5,5,Ws,25C,16,0.23,19.34,85.11
5,6,Ws,25C,16,0.18,18.1,98.35
5,7,Ws,25C,13,0.22,15.86,72.61
1,1,elf3-1,15C,,0.2,5.37,26.97
1,2,elf3-1,15C,,0.17,8.35,48.78
1,3,elf3-1,15C,,0.15,4.99,33.67
1,4,elf3-1,15C,,0.16,4.82,29.87
1,5,elf3-1,15C,,0.15,7.87,53.38
1,6,elf3-1,15C,,0.17,4.57,26.15
1,7,elf3-1,15C,,0.15,6.73,44.12
1,8,elf3-1,15C,,0.14,5.93,42.15
2,1,elf3-1,15C,,0.14,6.64,46.42
2,2,elf3-1,15C,,0.12,7.34,61.19
2,3,elf3-1,15C,,0.15,7.32,49.43
2,4,elf3-1,15C,,0.16,7.65,48.74
2,5,elf3-1,15C,,0.15,7.39,48.67
2,6,elf3-1,15C,,0.14,8.99,64.24
2,7,elf3-1,15C,,0.14,6.79,50.12
2,8,elf3-1,15C,,0.16,7.93,50.72
2,9,elf3-1,15C,,0.13,5.71,43.08
2,10,elf3-1,15C,,0.13,7.08,54.33
1,1,elf3-1,25C,,0.24,13.27,56.17
1,2,elf3-1,25C,,0.21,17.26,82.03
1,3,elf3-1,25C,,0.25,13.5,53.91
1,4,elf3-1,25C,,0.24,16.3,67.31
1,5,elf3-1,25C,,0.23,15.17,65.41
1,6,elf3-1,25C,,0.23,17.06,75.76
1,7,elf3-1,25C,,0.21,13.19,61.82
2,1,elf3-1,25C,,0.23,17.72,77.93
2,2,elf3-1,25C,,0.23,17.87,76.32
2,3,elf3-1,25C,,0.23,18.09,79.55
2,4,elf3-1,25C,,0.22,15.67,72.43
2,5,elf3-1,25C,,0.2,12.06,61.45
2,6,elf3-1,25C,,0.22,16.03,72.37
2,7,elf3-1,25C,,0.23,15.76,67.98
1,1,er-105,25C,,0.19,14,74.39
1,2,er-105,25C,,0.14,15.7,113.93
1,3,er-105,25C,,0.15,16.7,112.72
1,4,er-105,25C,,0.14,18.07,129.09
2,1,er-105,25C,,0.14,17.94,132.31
2,2,er-105,25C,,0.14,18.02,132.97
2,3,er-105,25C,,0.13,11.51,89.33
2,4,er-105,25C,,0.11,13.82,127.83
2,5,er-105,25C,,0.13,13.24,99.88
2,6,er-105,25C,,0.14,16.49,114.77
3,1,er-105,25C,,0.15,20.1,137.76
3,2,er-105,25C,,0.16,18.21,114.37
3,3,er-105,25C,,0.16,22.13,140.24
3,4,er-105,25C,,0.14,7.17,51.51
3,5,er-105,25C,,0.13,10.5,79.65
3,6,er-105,25C,,0.14,14.34,100.31
3,7,er-105,25C,,0.14,15.74,116.08
1,1,phot1-5/2-1,25C,,0.22,15.03,67.43
1,2,phot1-5/2-1,25C,,0.31,11.2,36.34
1,3,phot1-5/2-1,25C,,0.24,16.37,67.36
1,4,phot1-5/2-1,25C,,0.24,12.28,51.18
1,5,phot1-5/2-1,25C,,0.24,12.71,52.17
1,6,phot1-5/2-1,25C,,0.23,18.29,77.9
1,7,phot1-5/2-1,25C,,0.21,19,92.62
2,1,phot1-5/2-1,25C,,0.21,16.71,78.86
2,2,phot1-5/2-1,25C,,0.22,17.68,80.62
2,3,phot1-5/2-1,25C,,0.23,18.57,80.87
2,4,phot1-5/2-1,25C,,0.23,18.08,78.47
2,5,phot1-5/2-1,25C,,0.22,18.73,83.72
3,1,phot1-5/2-1,25C,,0.23,15.77,68.88
3,2,phot1-5/2-1,25C,,0.21,18.4,86.24
3,3,phot1-5/2-1,25C,,0.23,14.57,62.64
3,4,phot1-5/2-1,25C,,0.23,15.56,68.44
3,5,phot1-5/2-1,25C,,0.23,15.89,67.87
3,6,phot1-5/2-1,25C,,0.21,9.79,46.03
1,1,er-105,15C,,0.16,8.62,54.86
1,2,er-105,15C,,0.16,9.56,61.17
1,3,er-105,15C,,0.15,8.38,55.45
1,4,er-105,15C,,0.16,8.47,52.68
1,5,er-105,15C,,0.15,9.45,61.06
1,6,er-105,15C,,0.15,8.89,59.11
1,7,er-105,15C,,0.17,8.88,51.23
3,1,er-105,15C,,0.16,9.04,57.3
3,2,er-105,15C,,0.17,7.98,46.61
3,3,er-105,15C,,0.15,8.67,58.55
3,4,er-105,15C,,0.19,9.21,47.28
3,5,er-105,15C,,0.14,6.85,48.91
3,6,er-105,15C,,0.16,8.12,51.72
3,7,er-105,15C,,0.17,6.4,36.62
1,1,phot1-5/2-1,15C,,0.2,7.44,36.91
1,2,phot1-5/2-1,15C,,0.2,6.9,34.27
1,3,phot1-5/2-1,15C,,0.22,8.34,37.52
1,4,phot1-5/2-1,15C,,0.18,7.41,41.84
1,5,phot1-5/2-1,15C,,0.2,8.47,41.41
1,6,phot1-5/2-1,15C,,0.17,5,29.09
1,7,phot1-5/2-1,15C,,0.17,7.11,41.19
1,8,phot1-5/2-1,15C,,0.18,6.23,34.77
2,1,phot1-5/2-1,15C,,0.18,7.47,41.86
2,2,phot1-5/2-1,15C,,0.17,7.81,46.84
2,3,phot1-5/2-1,15C,,0.2,7.67,39.22
2,4,phot1-5/2-1,15C,,0.2,8.39,41.35
2,5,phot1-5/2-1,15C,,0.19,6.26,33.43
2,6,phot1-5/2-1,15C,,0.18,8.58,48.25
2,7,phot1-5/2-1,15C,,0.2,8.44,43.01
2,8,phot1-5/2-1,15C,,0.21,9,42.05
2,9,phot1-5/2-1,15C,,0.19,9.18,48.24
3,1,phot1-5/2-1,15C,,0.22,7.29,33.81
3,2,phot1-5/2-1,15C,,0.19,8.26,44.27
3,3,phot1-5/2-1,15C,,0.19,8.39,43.57
3,4,phot1-5/2-1,15C,,0.22,8.74,40.4
3,5,phot1-5/2-1,15C,,0.19,8.59,46.38
3,6,phot1-5/2-1,15C,,0.21,5.44,26.23
3,7,phot1-5/2-1,15C,,0.2,7.16,35.78
3,8,phot1-5/2-1,15C,,0.21,8.11,38.69
3,9,phot1-5/2-1,15C,,0.22,6.37,29.46
3,10,phot1-5/2-1,15C,,0.18,6.81,37.39
1,1,ahk3/cre1,25C,,0.23,11.67,51.82
1,2,ahk3/cre1,25C,,0.19,14.28,75.62
1,3,ahk3/cre1,25C,,0.15,15.79,108.78
1,4,ahk3/cre1,25C,,0.19,13.39,72.04
1,5,ahk3/cre1,25C,,0.19,14.49,77.93
1,6,ahk3/cre1,25C,,0.2,14.92,74.35
2,1,ahk3/cre1,25C,,0.17,9.75,58.77
2,2,ahk3/cre1,25C,,0.18,14.59,81.4
2,3,ahk3/cre1,25C,,0.16,9.81,62.47
2,4,ahk3/cre1,25C,,0.15,13.4,91.83
3,1,ahk3/cre1,25C,,0.18,12.63,71.66
3,2,ahk3/cre1,25C,,0.18,13.85,76.33
3,3,ahk3/cre1,25C,,0.14,14.61,104.92
3,4,ahk3/cre1,25C,,0.16,11.3,71.65
3,5,ahk3/cre1,25C,,0.17,11.42,67.62
3,6,ahk3/cre1,25C,,0.17,10.72,64.04
1,1,ahk3/cre1,15C,,0.16,8.48,53.5
1,2,ahk3/cre1,15C,,0.16,8.52,54.78
1,3,ahk3/cre1,15C,,0.18,8.48,48.09
1,4,ahk3/cre1,15C,,0.19,8.48,45.07
1,5,ahk3/cre1,15C,,0.16,6.11,38.39
1,6,ahk3/cre1,15C,,0.15,6.08,39.83
2,1,ahk3/cre1,15C,,0.15,6.84,44.17
2,2,ahk3/cre1,15C,,0.13,7.6,56.71
3,1,ahk3/cre1,15C,,0.16,7.97,48.69
3,2,ahk3/cre1,15C,,0.16,7.01,45.07
3,3,ahk3/cre1,15C,,0.15,8.02,54.14
3,4,ahk3/cre1,15C,,0.16,8.57,53.8
3,5,ahk3/cre1,15C,,0.14,7.55,52.8
1,1,phot1-5/2-1,25C,,0.25,21.49,87.12
1,2,phot1-5/2-1,25C,,0.21,22.3,107.54
1,3,phot1-5/2-1,25C,,0.23,21.72,95.82
1,4,phot1-5/2-1,25C,,0.27,23.41,86.12
1,5,phot1-5/2-1,25C,,0.21,21.47,101.35
1,6,phot1-5/2-1,25C,,0.25,12.45,49.43
2,1,phot1-5/2-1,25C,,0.23,16.6,72.77
2,2,phot1-5/2-1,25C,,0.23,20.35,86.66
2,3,phot1-5/2-1,25C,,0.24,18.4,77.38
2,4,phot1-5/2-1,25C,,0.21,14.85,69.85
2,5,phot1-5/2-1,25C,,0.22,15.25,68.41
2,6,phot1-5/2-1,25C,,0.23,17.88,78.13
2,7,phot1-5/2-1,25C,,0.26,19.35,74.85
3,1,phot1-5/2-1,25C,,0.24,18.21,75.88
3,2,phot1-5/2-1,25C,,0.24,17.91,73.96
3,3,phot1-5/2-1,25C,,0.25,17.21,67.73
3,4,phot1-5/2-1,25C,,0.24,21.76,91.51
3,5,phot1-5/2-1,25C,,0.24,19.44,79.77
3,6,phot1-5/2-1,25C,,0.23,21.83,94.77
3,7,phot1-5/2-1,25C,,0.24,22.92,94.93
3,8,phot1-5/2-1,25C,,0.24,10.2,42.65
3,9,phot1-5/2-1,25C,,0.22,12.94,59.2
1,2,phot1-5/2-1,15C,,0.215555556,7.785582519,36.11868179
1,4,phot1-5/2-1,15C,,0.238518519,8.543813449,35.82033589
1,5,phot1-5/2-1,15C,,0.25037037,8.295267795,33.13198675
1,6,phot1-5/2-1,15C,,0.258518519,8.673210292,33.54966732
2,1,phot1-5/2-1,15C,,0.245185185,6.912812335,28.19424971
2,2,phot1-5/2-1,15C,,0.245185185,8.172126778,33.33042644
2,3,phot1-5/2-1,15C,,0.254814815,10.02990162,39.36153253
2,4,phot1-5/2-1,15C,,0.274074074,10.9933813,40.11098581
2,5,phot1-5/2-1,15C,,0.25037037,9.347193341,37.33346453
2,6,phot1-5/2-1,15C,,0.24962963,8.962953859,35.90500804
2,7,phot1-5/2-1,15C,,0.265925926,9.480129665,35.64951267
2,8,phot1-5/2-1,15C,,0.265925926,10.81509023,40.66955935
2,9,phot1-5/2-1,15C,,0.263703704,9.745961157,36.95799877
2,10,phot1-5/2-1,15C,,0.267407407,9.049136108,33.84025968
3,1,phot1-5/2-1,15C,,0.23037037,7.870406595,34.16414438
3,2,phot1-5/2-1,15C,,0.23037037,7.819166432,33.94171924
3,3,phot1-5/2-1,15C,,NA,6.785061762,NA
3,4,phot1-5/2-1,15C,,0.211851852,6.422964616,30.31818962
3,5,phot1-5/2-1,15C,,0.219259259,7.135881957,32.54540757
3,6,phot1-5/2-1,15C,,0.243703704,7.163498141,29.39429328
3,7,phot1-5/2-1,15C,,0.242962963,8.994274151,37.01911617
3,8,phot1-5/2-1,15C,,0.248888889,8.716466043,35.02151535
3,9,phot1-5/2-1,15C,,0.253333333,8.584682108,33.88690306
3,10,phot1-5/2-1,15C,,0.242962963,8.906939514,36.65965958
1,1,Cvi-0,25C,,0.207407407,12.15248981,58.59236157
1,2,Cvi-0,25C,,0.16962963,6.192065032,36.50344015
2,1,Cvi-0,25C,,0.278518519,14.85213585,53.32548774
2,2,Cvi-0,25C,,0.226666667,14.20118524,62.65228782
2,3,Cvi-0,25C,,0.240740741,14.16559866,58.8417175
2,4,Cvi-0,25C,,0.211851852,6.455536723,30.47193908
3,1,Cvi-0,25C,,0.239259259,13.51635097,56.49248856
3,2,Cvi-0,25C,,0.24,12.7062432,52.94268
3,3,Cvi-0,25C,,0.208888889,12.35753837,59.15842839
3,4,Cvi-0,25C,,0.222962963,8.874987561,39.80476149
1,1,shy2-2,25C,,0.143703704,10.77163031,74.9572212
1,2,shy2-2,25C,,0.152592593,11.57036578,75.82521263
1,3,shy2-2,25C,,0.162962963,12.09205914,74.20127202
1,4,shy2-2,25C,,0.148888889,11.07117402,74.3586315
2,1,shy2-2,25C,,0.152592593,10.69758042,70.10550278
2,2,shy2-2,25C,,0.156296296,13.26176064,84.85012732
2,3,shy2-2,25C,,0.13037037,6.068793939,46.55040805
2,4,shy2-2,25C,,0.168888889,13.3792372,79.2191676
2,5,shy2-2,25C,,0.165925926,12.8160759,77.23974313
2,6,shy2-2,25C,,0.152592593,12.02517538,78.80576098
2,7,shy2-2,25C,,0.103703704,4.337221045,41.82320293
2,8,shy2-2,25C,,0.11037037,6.052168546,54.83508414
3,1,shy2-2,25C,,0.131111111,4.781377016,36.46812979
3,2,shy2-2,25C,,0.131111111,9.678032979,73.81550577
3,3,shy2-2,25C,,0.135555556,8.575454118,63.26154677
3,4,shy2-2,25C,,0.13037037,6.042995915,46.35252549
3,5,shy2-2,25C,,0.144444444,11.04346504,76.45475794
3,6,shy2-2,25C,,0.128888889,8.506516066,65.99883155
3,1,Cvi-0,15C,,0.185925926,6.959840951,37.4334075
3,2,Cvi-0,15C,,0.185185185,7.389378042,39.90264143
3,3,Cvi-0,15C,,0.198518519,7.0688376,35.6079506
3,5,Cvi-0,15C,,0.217037037,7.231544301,33.31940207
3,6,Cvi-0,15C,,0.214814815,7.748866334,36.0723088
3,7,Cvi-0,15C,,0.187407407,6.558144226,34.99405022
3,8,Cvi-0,15C,,0.228888889,8.721451821,38.10343029
2,1,Cvi-0,15C,,0.232592593,5.635900715,24.23078333
2,3,Cvi-0,15C,,0.203703704,7.106065581,34.88432194
2,4,Cvi-0,15C,,0.207692308,4.524722513,21.78570099
2,5,Cvi-0,15C,,0.185925926,6.702577327,36.04971869
2,6,Cvi-0,15C,,0.18962963,5.900115473,31.11389019
2,7,Cvi-0,15C,,0.163703704,4.943653751,30.19878988
1,1,Cvi-0,15C,,0.185925926,6.116962193,32.89999586
1,2,Cvi-0,15C,,0.22,5.812903821,26.4222901
1,4,Cvi-0,15C,,0.231111111,5.928385807,25.65166936
1,5,Cvi-0,15C,,0.185925926,5.546933365,29.83410375
1,1,shy2-2,15C,,0.140216667,3.6587056,26.09322905
1,2,shy2-2,15C,,0.14805,6.0204744,40.66514286
1,3,shy2-2,15C,,0.15275,5.6617704,37.0656
1,4,shy2-2,15C,,0.119066667,2.7844304,23.38547368
2,1,shy2-2,15C,,0.121416667,3.178704,26.18012903
2,2,shy2-2,15C,,0.149616667,4.6536768,31.104
2,3,shy2-2,15C,,0.133166667,3.6155784,27.15077647
2,4,shy2-2,15C,,0.151966667,4.6769512,30.77616495
2,5,shy2-2,15C,,0.109666667,1.8283,16.67142857
2,6,shy2-2,15C,,0.1598,6.6656528,41.71247059
3,1,shy2-2,15C,,0.160583333,5.102884,31.77717073
3,2,shy2-2,15C,,0.137866667,6.3268768,45.89127273
1,2,phyabcde,25C,,0.116842105,16.77024262,143.5291035
1,3,phyabcde,25C,,0.143157895,18.08963345,126.3614102
1,4,phyabcde,25C,,0.136842105,17.01432131,124.335425
1,5,phyabcde,25C,,0.115789474,21.28880553,183.8578659
1,6,phyabcde,25C,,0.141052632,20.79658735,147.4384924
2,1,phyabcde,25C,,0.150526316,9.861345164,65.51243291
2,2,phyabcde,25C,,0.131578947,17.17964509,130.5653027
2,3,phyabcde,25C,,0.135789474,16.03369964,118.077633
2,4,phyabcde,25C,,0.141052632,14.57328829,103.3180886
2,5,phyabcde,25C,,0.125263158,16.0340688,128.0030703
3,1,phyabcde,25C,,0.132631579,14.04249251,105.8759356
3,2,phyabcde,25C,,0.143157895,17.66860233,123.4203839
3,3,phyabcde,25C,,0.114736842,14.98662851,130.6174044
1,1,phyabcde,15C,,0.147368421,4.763072291,32.32084769
1,2,phyabcde,15C,,0.122105263,8.246746473,67.53800991
1,1,bzr1-1D,25C,,0.12923077,18.4792951,142.994546
1,2,bzr1-1D,25C,,0.1304,19.6343585,150.570234
1,3,bzr1-1D,25C,,0.14153846,18.2815264,129.162958
1,4,bzr1-1D,25C,,0.12153846,23.0717476,189.830834
1,5,bzr1-1D,25C,,0.128,16.2882593,127.252025
1,6,bzr1-1D,25C,,0.12230769,11.5996362,94.8397925
2,1,bzr1-1D,25C,,0.14153846,15.668792,110.703422
2,2,bzr1-1D,25C,,0.12307692,4.16474086,33.8385195
2,4,bzr1-1D,25C,,0.12538462,14.8304711,118.279831
2,6,bzr1-1D,25C,,0.12538462,14.2324012,113.509948
2,7,bzr1-1D,25C,,0.14461538,17.6112601,121.77999
3,1,bzr1-1D,25C,,0.13615385,17.7412057,130.302641
3,2,bzr1-1D,25C,,0.13769231,17.2238051,125.089087
3,5,bzr1-1D,25C,,0.14230769,15.4625893,108.656033
3,6,bzr1-1D,25C,,0.13615385,13.3844358,98.3037661
3,7,bzr1-1D,25C,,0.14692308,16.5087529,112.36324
3,8,bzr1-1D,25C,,0.14,18.8216518,134.44037
3,9,bzr1-1D,25C,,0.15461538,18.8216518,121.732076
1,1,bzr1-1D,15C,,0.13769231,8.42042174,61.1539009
1,2,bzr1-1D,15C,,0.19461538,8.86710188,45.5621836
1,3,bzr1-1D,15C,,0.14461538,9.79512753,67.7322648
1,4,bzr1-1D,15C,,0.11846154,8.75033226,73.8664412
1,5,bzr1-1D,15C,,0.15153846,9.1167554,60.1613301
2,1,bzr1-1D,15C,,0.11076923,7.08191415,63.9339472
2,2,bzr1-1D,15C,,0.14846154,10.9239922,73.5812946
2,3,bzr1-1D,15C,,0.15846154,9.38260181,59.210594
2,4,bzr1-1D,15C,,0.12846154,9.82142132,76.454178
2,5,bzr1-1D,15C,,0.12384615,9.69411847,78.2754907
2,6,bzr1-1D,15C,,0.15076923,11.1252243,73.7897527
2,7,bzr1-1D,15C,,NA,8.52685463,NA
2,8,bzr1-1D,15C,,0.14307692,10.5040775,73.4155954
2,9,bzr1-1D,15C,,0.12769231,10.1191033,79.2459895
2,10,bzr1-1D,15C,,0.15230769,10.0100371,65.7224656
3,1,bzr1-1D,15C,,0.14307692,6.97159024,48.7261684
3,2,bzr1-1D,15C,,0.11698462,8.73056279,74.630008
3,3,bzr1-1D,15C,,0.13615385,9.64797659,70.860845
3,4,bzr1-1D,15C,,0.12846154,7.87823498,61.3275777
3,5,bzr1-1D,15C,,0.13076923,10.2802854,78.6139474
3,6,bzr1-1D,15C,,0.13769231,10.1228764,73.5180966
3,7,bzr1-1D,15C,,0.14153846,10.0956393,71.3278864
3,8,bzr1-1D,15C,,0.14384615,8.86710188,61.6429543
1,1,bzr1-1D,15C,,0.13769231,8.713018066,63.27890109
1,2,bzr1-1D,15C,,0.19461538,8.485889243,43.60338449
1,3,bzr1-1D,15C,,0.14461538,9.072536854,62.73562919
1,4,bzr1-1D,15C,,0.11846154,8.995618206,75.93703582
1,5,bzr1-1D,15C,,0.15153846,9.202048777,60.72418036
2,1,bzr1-1D,15C,,0.11076923,7.071784637,63.84250064
2,2,bzr1-1D,15C,,0.14846154,11.42508051,76.95650006
2,3,bzr1-1D,15C,,0.15846154,9.119847146,57.55243288
2,4,bzr1-1D,15C,,0.12846154,9.628748179,74.95432624
2,5,bzr1-1D,15C,,0.12384615,9.643848047,77.86958292
2,6,bzr1-1D,15C,,0.15076923,10.79837685,71.62188766
2,7,bzr1-1D,15C,,0.14307692,10.85783012,75.88806161
2,8,bzr1-1D,15C,,0.12769231,9.982234905,78.17412736
2,9,bzr1-1D,15C,,0.15230769,10.48194986,68.82088394
3,1,bzr1-1D,15C,,0.14307692,7.037878928,49.18947744
3,2,bzr1-1D,15C,,0.11698462,8.987969709,76.8303535
3,3,bzr1-1D,15C,,0.13615385,9.670538936,71.02655515
3,4,bzr1-1D,15C,,0.12846154,8.371556039,65.16780072
3,5,bzr1-1D,15C,,0.13076923,10.28612468,78.65860092
3,6,bzr1-1D,15C,,0.13769231,10.90368168,79.18874829
3,7,bzr1-1D,15C,,0.14153846,10.39825007,73.465898
3,8,bzr1-1D,15C,,0.14384615,9.147799643,63.59433077
1,1,bzr1-1D,25C,,0.12923077,18.33326252,141.8645306
